,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew
245,20,RL,7.337529394588084,21.303098336123654,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,9.081454683660327,Ex,TA,PConc,Ex,TA,Gd,GLQ,15.421879332825283,Unf,1.0,10.025890350388508,GasA,Ex,Y,SBrkr,1.0,15.879241282623282,2,1,Ex,9,Typ,2,Gd,Attchd,2005.0,Fin,3.0,12.490400541121296,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,18.21619477302656,3.0,9.994431374976791,0.5032336297493937,0.8779495524816925,1,3,0.0
246,20,FV,7.448232316019433,19.997275181148307,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Ex,TA,No,Unf,1.0,Unf,1.0,14.172674972526542,GasA,Ex,Y,SBrkr,1.0,14.172674972526542,3,1,Gd,6,Typ,0,No,Attchd,2008.0,Fin,2.0,11.415781884252072,TA,TA,Y,1.0,1.0,10,2009,New,Partial,16.34531208153379,2.0,8.037818197297462,0.5,0.0,1,0,0.0
247,20,FV,7.02174235239564,20.29863315203156,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.101545409823897,GasA,Ex,Y,SBrkr,1.0,14.101545409823897,3,1,Gd,7,Typ,0,No,Attchd,2008.0,RFn,2.0,11.847718285666259,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,16.26636525903383,2.0,10.258333791417995,0.5,0.0,0,1,1.0
248,20,FV,7.881187323763808,21.812306745502568,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,8.020909424392293,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,14.362137469006337,GasA,Ex,Y,SBrkr,1.0,14.362137469006337,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,13.080005103356921,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,16.555594144830742,2.0,10.378068571428056,0.5,0.0,1,1,0.0
249,20,FV,7.098626104970388,19.7533959357533,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,9.492259095309958,Gd,TA,PConc,Gd,TA,No,GLQ,5.137710644618417,Unf,1.0,13.985504287034047,GasA,Ex,Y,SBrkr,1.0,14.197438176360556,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,12.116894218049,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.285086155044834,2.0,8.338607270038526,0.5134751773049645,0.01749271137026239,1,2,0.0
250,60,FV,7.314734756825906,21.10831602767663,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,8.037818197297462,Gd,TA,PConc,Ex,Gd,No,GLQ,12.07816347409165,Unf,1.0,9.29484095560287,GasA,Ex,Y,SBrkr,1.0,14.847538317014754,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,12.445608407142801,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,16.13635689551676,3.5,9.243098627365718,0.6660482374768089,0.7577777777777778,0,3,1.0
251,20,FV,6.831327892742091,20.06039951062208,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,9.930417557876343,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.917112523542027,GasA,Ex,Y,SBrkr,1.0,14.917112523542027,3,1,Gd,8,Typ,1,Gd,Attchd,2009.0,Fin,2.0,11.357199832765048,TA,TA,Y,1.0,1.0,10,2009,New,Partial,17.171533771448868,2.0,8.812235750158614,0.5,0.0,1,0,0.0
252,20,FV,7.337529394588084,21.11664115346747,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,14.160227391272157,Unf,1.0,9.335516734766312,GasA,Ex,Y,SBrkr,1.0,14.612148570630225,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,12.189192010773157,TA,TA,Y,1.0,1.0,3,2009,WD,Normal,16.822909497706164,3.0,9.930417557876343,0.5015087507543754,0.8656174334140436,1,2,0.0
253,20,FV,6.914940018959451,20.34170072308939,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,12.40721089884236,ALQ,10.459636543250584,10.847619122921865,GasA,Ex,Y,SBrkr,1.0,14.406985436532127,3,1,Gd,6,Typ,0,No,Attchd,2003.0,RFn,2.0,11.68838996487107,TA,TA,Y,1.0,1.0,8,2009,WD,Normal,16.605369795808272,3.0,9.864879392672357,0.5,0.7282678686413393,1,5,0.0
254,60,FV,6.831327892742091,20.061349216829445,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,10.776483168029046,Unf,1.0,10.72807198077492,GasA,Ex,Y,SBrkr,1.0,14.59564852318872,3,1,Gd,6,Typ,0,No,Attchd,2003.0,RFn,2.0,11.860282931010302,TA,TA,Y,1.0,1.0,3,2009,WD,Normal,15.846666440536119,3.5,6.172534928709971,0.6705882352941176,0.5049261083743842,0,6,1.0
255,20,RL,7.221213632878419,20.71426495764806,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.689051809657878,GasA,Ex,Y,SBrkr,1.0,13.689051809657878,3,1,Gd,6,Typ,0,No,Detchd,2007.0,RFn,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,15.808526073597655,1.5,8.848990272211784,0.5,0.0,0,2,1.0
256,20,RL,6.7737732204907655,19.7533959357533,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,Gd,No,GLQ,6.494161288893169,Unf,1.0,13.36176851681808,GasA,Ex,Y,SBrkr,1.0,13.500532539490438,3,1,Gd,6,Typ,0,No,Detchd,2006.0,RFn,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,15.599275460894956,2.5,8.897190279129997,0.5,0.04732690622261174,0,3,1.0
257,20,RL,6.7737732204907655,19.7533959357533,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.543063139022069,GasA,Ex,Y,SBrkr,1.0,13.543063139022069,3,1,Gd,5,Typ,0,No,No,0,No,0.0,1.0,No,No,Y,1.0,1.0,8,2009,WD,Normal,15.646483555807425,1.5,6.357203202420049,0.5,0.0,0,5,1.0
258,60,RL,7.574446614595114,21.117775262502693,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Gd,Unf,1.0,Unf,1.0,12.62442737226658,GasA,Ex,Y,SBrkr,1.0,14.876548341373667,3,1,Gd,8,Typ,0,No,BuiltIn,2004.0,RFn,2.0,11.158488106660393,TA,TA,Y,1.0,1.0,1,2009,WD,Normal,16.077683741491448,2.5,9.48272816323603,0.6845485455232339,0.0,0,5,1.0
259,20,RL,7.1236810031695965,20.930004380126825,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,9.72889799237455,Gd,TA,PConc,Gd,TA,Gd,BLQ,11.35226609224141,Rec,12.41772883214346,9.335516734766312,GasA,Ex,Y,SBrkr,1.0,14.326637822333092,3,1,Gd,6,Typ,0,No,Attchd,2004.0,RFn,3.0,12.657080698464595,TA,TA,Y,1.0,1.0,1,2009,WD,Normal,16.516193818042176,2.0,9.567309925236039,0.5,0.8531746031746031,0,5,1.0
260,20,RL,6.7737732204907655,21.962324662916217,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.431864645976223,GasA,Ex,Y,SBrkr,1.0,13.431864645976223,3,1,Gd,6,Typ,0,No,Detchd,2005.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,15.523054953943134,1.5,10.391827134755262,0.5,0.0,1,4,0.0
261,20,RL,6.7737732204907655,21.962324662916217,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.431864645976223,GasA,Ex,Y,SBrkr,1.0,13.431864645976223,3,1,Gd,6,Typ,0,No,No,0,No,0.0,1.0,No,No,Y,1.0,1.0,8,2009,WD,Normal,15.523054953943134,1.5,5.9269180446816625,0.5,0.0,0,5,1.0
262,20,RL,6.684506656824126,21.761032407492458,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,No,GLQ,12.627707599932261,Unf,1.0,9.848247291396309,GasA,Ex,Y,SBrkr,1.0,13.431864645976223,3,1,Gd,6,Typ,0,No,Detchd,2004.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,15.523054953943134,3.0,6.0533710494211155,0.5,0.7504488330341114,1,5,0.0
263,20,RL,6.7146689026506605,19.665098259051653,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.338607270038526,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.201548416989949,GasA,Ex,Y,SBrkr,1.0,14.201548416989949,2,1,Gd,6,Typ,0,No,Attchd,2008.0,RFn,3.0,12.46635963238347,TA,TA,Y,1.0,1.0,2,2009,New,Partial,16.377358606421346,2.0,7.512195594586373,0.5,0.0,1,0,0.0
264,60,RL,6.093856518007759,21.433611706113187,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.216434458396561,Gd,TA,PConc,Gd,TA,No,GLQ,11.897673633652223,Unf,1.0,9.831513536945508,GasA,Ex,Y,SBrkr,1.0,15.368755869702138,4,1,Gd,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,11.557449464533047,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,16.52827490234744,3.5,7.07328940298831,0.6991762767710049,0.6976998904709748,1,12,0.0
265,60,RL,6.968980585391403,19.85542017453085,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,1.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.42678077191518,Rec,10.486313901150885,10.715841640087826,GasA,Ex,Y,SBrkr,1.0,14.734420015443092,3,1,Gd,6,Typ,0,No,Attchd,1992.0,RFn,2.0,11.410943347638753,TA,TA,Y,1.0,1.0,11,2009,WD,Normal,15.951212383962014,2.5,9.684972117808226,0.6794972505891594,0.5098039215686274,0,17,1.0
266,120,RL,6.357203202420049,19.585061495534134,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.950363654675687,GasA,Gd,Y,SBrkr,1.0,13.950363654675687,2,1,Gd,5,Typ,0,No,Attchd,1990.0,RFn,2.0,11.477986955730136,TA,TA,Y,1.0,1.0,2,2009,WD,Normal,16.098566445819827,2.0,6.684506656824126,0.5,0.0,1,18,0.0
267,60,RL,6.968980585391403,20.505308376157597,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,LwQ,5.792129643835174,GLQ,11.723545901794507,8.05460957075334,GasA,Ex,Y,SBrkr,1.0,14.381706470786918,3,1,Gd,6,Typ,0,No,Attchd,1994.0,RFn,2.0,11.246736153405903,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,15.616004966406194,3.5,8.77494479144778,0.6713164777680907,0.8381962864721485,0,15,1.0
268,60,RL,1.0,20.98203258334045,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.353461784034922,TA,Gd,CBlock,Gd,TA,No,Rec,10.258333791417995,Unf,1.0,10.357304534722324,GasA,TA,Y,SBrkr,1.0,14.097315859058341,3,1,TA,6,Typ,0,No,Attchd,1986.0,RFn,2.0,11.089189683419603,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,15.299750150716978,2.5,6.285266416806648,0.674373795761079,0.4896449704142012,0,23,1.0
269,90,RL,7.098626104970388,20.11937790480516,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.993617420471088,4,2,TA,8,Typ,2,TA,Attchd,1981.0,Unf,2.0,11.792672918963946,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,14.993617420471088,2.0,1.0,1.0,0,0,28,1.0
270,20,RL,6.7737732204907655,20.773617256241184,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,LwQ,6.914940018959451,BLQ,12.781373330676752,5.3809460334448715,GasA,Gd,Y,SBrkr,1.0,13.068566052986988,3,1,TA,5,Typ,0,No,Detchd,1969.0,Unf,2.0,10.715841640087826,TA,TA,Y,1.0,1.0,11,2009,WD,Normal,15.119785966903773,2.0,5.3809460334448715,0.5,0.9714285714285714,0,47,1.0
271,20,RL,1.0,20.23463438911143,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,GLQ,11.991229546699314,Unf,1.0,9.147315588624346,GasA,Ex,Y,SBrkr,1.0,12.718228468762483,3,1,TA,5,Typ,0,No,Detchd,1982.0,Unf,2.0,12.267216541031873,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,14.730882561077351,2.0,10.118180873967548,0.5,0.7638888888888888,0,48,1.0
272,20,RL,1.0,20.492362266943484,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,12.718228468762483,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,12.718228468762483,2,1,TA,5,Typ,0,No,Attchd,1961.0,Unf,1.0,10.951171656935063,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,14.730882561077351,1.0,8.593293408708469,0.5,1.0,0,48,1.0
273,20,RL,1.0,20.593661877630716,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,11.487444346097531,Unf,1.0,11.169007130464756,GasA,Gd,Y,SBrkr,1.0,13.181217421154953,3,1,TA,5,Typ,0,No,Attchd,1965.0,Unf,1.0,9.930417557876343,TA,TA,Y,1.0,1.0,5,2009,Oth,Family,15.250975906867511,2.0,8.762392291686519,0.49902152641878667,0.53125,0,44,1.0
274,20,RL,1.0,19.898938800290882,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,1.0,Gd,Gd,CBlock,TA,TA,No,ALQ,11.843518696025114,Unf,1.0,9.930417557876343,GasA,Ex,Y,SBrkr,1.0,12.867768587390184,3,1,Gd,6,Typ,0,No,Attchd,1963.0,RFn,1.0,10.025890350388508,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,14.896887111612605,2.0,1.0,0.5,0.6842105263157895,32,14,0.0
275,20,RL,6.831327892742091,19.571845986990375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.684506656824126,TA,TA,CBlock,TA,TA,No,LwQ,8.338607270038526,BLQ,11.697216822316497,8.897190279129997,GasA,Gd,Y,SBrkr,1.0,12.867768587390184,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,1.0,9.622253717854797,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,14.896887111612605,1.5,1.0,0.5,0.8004385964912281,0,47,1.0
276,20,RL,1.0,22.725477051217688,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,7.934539989873997,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,14.739719688560557,Rec,7.491069783799412,8.979426117078209,GasA,Gd,Y,SBrkr,1.0,15.204657262812264,2,1,Gd,6,Maj1,2,Gd,Attchd,1980.0,RFn,3.0,12.718228468762483,TA,TA,Y,1.0,1.0,4,2009,WD,Normal,17.49065514906439,3.0,12.211682200474868,0.5,0.9061569016881827,0,29,1.0
277,60,RL,1.0,21.592584844565845,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,9.059125775508376,Gd,Gd,PConc,Gd,TA,No,GLQ,11.745315538141801,ALQ,9.274265741119429,8.593293408708469,GasA,Ex,Y,SBrkr,1.0,14.778347587562347,3,1,Gd,7,Typ,1,TA,Attchd,1991.0,Unf,2.0,11.391511119178736,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,16.178582164669294,3.0,11.571258863293686,0.6428571428571429,0.837948717948718,17,1,0.0
278,160,FV,5.597156711708115,16.354495224051643,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.046156766977901,GasA,Ex,Y,SBrkr,1.0,16.495238256755187,3,1,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,3.0,12.162748936715197,TA,TA,Y,1.0,1.0,7,2009,WD,Normal,17.78423777077082,2.5,8.836797333082112,0.6859164574298106,0.0,1,4,0.0
279,120,FV,1.0,17.31627229948803,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,9.864879392672357,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.727341626878346,GasA,Ex,Y,SBrkr,1.0,14.727341626878346,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,11.566662694791551,TA,TA,Y,1.0,1.0,1,2009,New,Partial,16.960919516558103,2.5,9.64032225948934,0.5,0.0,0,1,1.0
280,120,FV,1.0,17.65044364107105,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,9.622253717854797,Gd,TA,PConc,Gd,TA,No,GLQ,13.016594470773011,Unf,1.0,8.909100235945502,GasA,Ex,Y,SBrkr,1.0,13.778381918023664,1,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,11.914147977453368,TA,TA,Y,1.0,1.0,3,2009,WD,Normal,15.761977410047797,2.5,8.73710005749876,0.5231153685964182,0.840174672489083,0,1,1.0
281,160,FV,5.697012078927853,16.4874894000288,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,11.337416044520737,Gd,TA,PConc,Gd,TA,No,GLQ,11.307493576715228,Unf,1.0,9.59492193179376,GasA,Ex,Y,SBrkr,1.0,14.326637822333092,2,1,Gd,4,Typ,0,No,Detchd,2000.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,8,2009,WD,Normal,15.579662972786576,3.5,5.597156711708115,0.6666666666666666,0.6706349206349206,0,9,1.0
282,160,FV,5.745132396064701,17.260092108984075,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,9.29484095560287,Gd,TA,PConc,Gd,TA,No,GLQ,11.51095939425957,Unf,1.0,8.368227644721959,GasA,Ex,Y,SBrkr,1.0,14.205653844855341,3,1,Gd,6,Typ,0,No,Detchd,1999.0,Unf,2.0,11.302477323271576,TA,TA,Y,1.0,1.0,9,2009,WD,Normal,15.399836749339968,3.5,5.697012078927853,0.6775548296780215,0.7945007235890015,0,10,1.0
283,20,RL,1.0,22.45131733577382,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,11.00715768738887,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,13.769087694489059,ALQ,8.27827898532087,10.072418929401417,GasA,Ex,Y,SBrkr,1.0,14.670207259396387,2,1,Ex,5,Typ,1,Gd,Attchd,1977.0,Fin,2.0,11.918252927785405,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.89750921473997,3.0,12.660327958903798,0.5,0.8193624557260921,31,1,0.0
284,20,RL,7.844946025203906,22.654617861751092,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,None,1.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,8.037818197297462,Unf,1.0,14.532618159190152,GasA,TA,Y,SBrkr,1.0,14.752055349126206,2,1,Gd,7,Typ,0,No,Attchd,1981.0,RFn,2.0,11.468499910096941,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.98834783114459,1.5,11.094578286932387,0.5,0.06954022988505747,0,28,1.0
285,80,RL,7.221213632878419,20.71220477890197,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,9.103593650252291,Gd,Gd,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,10.666395816900367,GasA,Ex,Y,SBrkr,1.0,15.890900219245248,4,1,TA,5,Typ,1,Gd,Attchd,1976.0,Unf,2.0,11.40609703018311,TA,TA,Y,1.0,1.0,1,2009,WD,Abnorml,16.367086718282835,2.5,6.80273872401839,0.864406779661017,0.0,0,33,1.0
286,60,RL,1.0,21.85332840606364,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,TA,TA,Mn,GLQ,11.56205956952421,LwQ,6.0533710494211155,8.483295642295591,GasA,TA,Y,SBrkr,1.0,15.286097320555793,3,1,Gd,7,Typ,2,TA,Attchd,1974.0,RFn,2.0,12.452540454604854,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.28391874664159,2.5,10.301176043547175,0.7332387371408301,0.800531914893617,0,35,1.0
287,60,RL,7.221213632878419,21.0307970774932,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,9.6582707430638,TA,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.928110894504265,GasA,Gd,Y,SBrkr,1.0,16.069051845400836,5,1,Gd,8,Typ,1,TA,Attchd,1967.0,RFn,2.0,11.347324233473122,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,17.077168195223194,2.5,9.930417557876343,0.7390817469204927,0.0,30,12,0.0
288,20,RL,7.221213632878419,20.71220477890197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,8.15298821355506,TA,TA,CBlock,Gd,TA,Mn,ALQ,11.529640959867622,Rec,8.440766394665015,11.68838996487107,GasA,TA,Y,SBrkr,1.0,13.9591822856806,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,11.282327831094337,TA,TA,Y,1.0,11.950898606258738,8,2009,WD,Normal,16.04924853461526,2.5,10.200175163976272,0.5091463414634146,0.5434782608695652,0,40,1.0
