,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF
375,50,RM,6.684506656824126,18.36693283695628,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,15.066937136514682,15.103851511653946,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Fa,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,13.655543339095559,GasA,TA,Y,FuseA,1.0,14.619457572170285,2.5409627556327754,1.7304631471189666,TA,2.820334103642824,Typ,1.0,No,Detchd,1927.0,Unf,1.7304631471189666,10.616086912297321,Fa,TA,Y,1.0,1.0,3.6025944687727294,15.196880574832942,WD,Normal,16.343012900124286,1.7304631471189666,8.455023580313481
376,85,RM,7.360099839069417,18.36693283695628,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,15.060479073569079,15.103851511653946,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,PConc,Gd,Fa,Av,BLQ,12.32899959856553,Rec,6.7737732204907655,6.210789042972047,GasA,TA,Y,SBrkr,1.0,12.806292054368383,1.7304631471189666,1.7304631471189666,Gd,3.055641538058108,Min2,1.0,No,No,0,No,1.0,1.0,No,No,N,1.0,1.0,3.440268378362637,15.196880574832942,COD,Abnorml,14.769604791841859,2.194317637875777,9.737598519334247
377,190,RM,6.684506656824126,20.99989410461024,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,15.047528636178493,15.127727309259253,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,TA,TA,No,Rec,9.831513536945508,ALQ,9.711412885510219,8.620056264664793,GasA,Ex,Y,FuseF,1.0,14.103658263687906,2.5409627556327754,1.7304631471189666,TA,3.440268378362637,Typ,1.0,No,Detchd,1915.0,Unf,1.7304631471189666,10.087756729969003,TA,TA,Y,1.0,1.0,2.194317637875777,15.196880574832942,WD,Normal,15.337412556911904,2.3782017963726023,9.930417557876343
378,20,RL,6.357203202420049,17.7023546709683,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,15.097458285787088,15.184403604277843,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,Fa,TA,No,Unf,1.0,Unf,1.0,11.56205956952421,GasA,Ex,Y,FuseA,1.0,12.162748936715197,2.194317637875777,1.7304631471189666,Fa,2.820334103642824,Typ,1.0,No,CarPort,1946.0,Unf,1.7304631471189666,9.315257068972656,TA,TA,Y,1.0,1.0,3.750250297485029,15.196880574832942,WD,Normal,13.79689519542845,1.9822467037532343,5.137710644618417
379,90,RL,6.684506656824126,21.18234699371091,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,15.16246656706435,15.16403784586512,Gable,CompShg,Plywood,Plywood,None,1.0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,13.645908720595072,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.645908720595072,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,No,0,No,1.0,1.0,No,No,Y,1.0,1.0,2.5409627556327754,15.196880574832942,WD,Alloca,15.760638998106923,3.2596737867230705,8.020909424392293
380,90,RL,1.0,21.08705836070508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,15.1482947440103,15.1482947440103,Gable,CompShg,Plywood,Plywood,None,1.0,TA,TA,PConc,Gd,Gd,Gd,GLQ,13.52811325381343,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.52811325381343,2.194317637875777,2.194317637875777,TA,3.2596737867230705,Typ,1.0,No,Detchd,1960.0,Unf,1.7304631471189666,9.622253717854797,TA,Fa,N,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,15.629889518596746,2.820334103642824,1.0
381,50,RL,6.684506656824126,20.78580328815849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,15.078211392935243,15.103851511653946,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,11.67510179086764,GasA,TA,N,FuseA,1.0,13.42672210601488,2.820334103642824,1.7304631471189666,TA,3.2596737867230705,Typ,1.0,No,Detchd,1934.0,Unf,1.7304631471189666,9.375577002227507,Po,Po,N,1.0,1.0,2.5409627556327754,15.196880574832942,WD,Normal,14.675602372569767,2.5409627556327754,1.0
382,20,RL,7.098626104970388,21.48042370823488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,15.1308990400563,15.1308990400563,Hip,CompShg,HdBoard,HdBoard,BrkFace,8.77494479144778,TA,TA,CBlock,TA,TA,No,BLQ,11.40609703018311,Unf,1.0,11.396380943459564,GasA,TA,Y,SBrkr,1.0,13.268668492468818,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.7304631471189666,Po,Attchd,1984.0,Fin,1.7304631471189666,12.023122571213104,TA,TA,Y,1.0,1.0,2.820334103642824,15.196880574832942,WD,Abnorml,15.341906423485153,1.9822467037532343,9.263917622663177
383,85,RL,1.0,20.00737667056059,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,15.1482947440103,15.1482947440103,Gable,CompShg,Plywood,HdBoard,BrkFace,5.071754351052767,TA,TA,CBlock,Gd,TA,Gd,GLQ,11.040244790550664,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.219759857683576,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,Fa,Basment,1978.0,Fin,2.194317637875777,11.292419534723528,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,14.28275855746953,1.9822467037532343,1.0
384,80,RL,7.404586972566442,22.649931576816904,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,15.121375611147648,15.121375611147648,Hip,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,Gd,No,Unf,1.0,Unf,1.0,11.524981344043688,GasA,TA,Y,SBrkr,9.684972117808226,14.811378405864021,2.820334103642824,1.7304631471189666,TA,3.6025944687727294,Typ,1.7304631471189666,TA,Attchd,1961.0,Unf,1.7304631471189666,10.616086912297321,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,15.286097320555793,2.194317637875777,10.25112953344019
385,80,RL,7.404586972566442,22.625602637234625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,15.119785966903773,15.119785966903773,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.494161288893169,TA,TA,CBlock,TA,TA,Av,BLQ,11.68838996487107,Unf,1.0,11.515640585342503,GasA,Ex,Y,SBrkr,1.0,13.492971344195176,2.5409627556327754,1.7304631471189666,TA,3.2596737867230705,Typ,1.7304631471189666,TA,Attchd,1960.0,RFn,2.194317637875777,11.169007130464756,TA,TA,Y,1.0,1.0,2.5409627556327754,15.196880574832942,COD,Normal,15.590882661794126,1.9822467037532343,8.338607270038526
386,80,RL,1.0,22.70042172483322,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,15.11342049157323,15.11342049157323,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,10.499559509904033,TA,TA,CBlock,TA,TA,Mn,Unf,1.0,Unf,1.0,12.591440339606356,GasA,Ex,Y,SBrkr,1.0,15.292171467638365,2.820334103642824,1.7304631471189666,TA,3.750250297485029,Typ,1.7304631471189666,TA,Attchd,1956.0,Unf,1.7304631471189666,10.294080796212425,TA,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,16.37279667174235,2.194317637875777,8.606710381350862
387,20,RL,1.0,20.458096087785453,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,15.09905763816768,15.103851511653946,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,Fa,N,SBrkr,1.0,11.991229546699314,2.194317637875777,1.7304631471189666,Fa,3.055641538058108,Min2,1.0,No,No,0,No,1.0,1.0,No,No,N,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,11.991229546699314,1.7304631471189666,7.65495044352145
388,20,RL,1.0,22.714326570991563,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,15.110233605762662,15.110233605762662,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.061155957523209,2.194317637875777,1.7304631471189666,TA,3.2596737867230705,Mod,1.0,No,Attchd,1980.0,Unf,2.194317637875777,11.262041676152034,Fa,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,14.061155957523209,1.7304631471189666,9.103593650252291
389,20,RL,6.914940018959451,20.700237726487902,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,15.11342049157323,15.11342049157323,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,9.667200502940773,Unf,1.0,12.561460487077868,GasA,TA,Y,FuseA,1.0,13.32483837557578,2.194317637875777,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1956.0,Unf,1.7304631471189666,10.322355249072935,TA,TA,Y,1.0,1.0,2.194317637875777,15.196880574832942,WD,Normal,15.40425572967917,2.194317637875777,1.0
390,60,RL,6.357203202420049,20.608014183046155,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,15.097458285787088,15.103851511653946,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,10.336386900215581,Unf,1.0,10.746321106905897,GasA,Ex,Y,SBrkr,1.0,14.569829456906124,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,Gd,Detchd,1946.0,Unf,1.7304631471189666,9.511219710154148,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,15.741851303823557,1.9822467037532343,6.357203202420049
391,20,RL,6.744420430279228,19.722791726710906,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,15.110233605762662,15.110233605762662,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,Gd,TA,No,BLQ,8.787435767854006,Unf,1.0,12.879926320493967,GasW,TA,Y,SBrkr,1.0,13.367011233559312,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.7304631471189666,Gd,Detchd,1954.0,RFn,1.7304631471189666,9.622253717854797,TA,TA,P,1.0,1.0,3.750250297485029,15.196880574832942,WD,Normal,15.451067834084288,2.194317637875777,10.236665340977277
392,120,RL,6.0533710494211155,17.66534224622167,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,15.15774869634931,15.15774869634931,Gable,CompShg,HdBoard,HdBoard,BrkFace,8.469199663707945,Gd,TA,CBlock,Gd,TA,Mn,GLQ,11.524981344043688,ALQ,10.672623079178159,7.732788372480494,GasA,TA,Y,SBrkr,1.0,13.260566653613257,2.194317637875777,1.7304631471189666,Gd,3.055641538058108,Typ,1.0,No,Attchd,1984.0,Fin,1.7304631471189666,9.746271288139047,TA,TA,Y,1.0,1.0,2.194317637875777,15.196880574832942,WD,Normal,15.332913235381968,2.5409627556327754,7.751853423240825
393,80,RL,7.07328940298831,21.17413677793495,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,15.1671783900609,15.168747656702982,Gable,CompShg,HdBoard,HdBoard,None,1.0,Gd,TA,PConc,Gd,TA,No,GLQ,11.06209830903299,ALQ,9.914178988939392,10.087756729969003,GasA,Gd,Y,SBrkr,1.0,13.292856842844161,1.7304631471189666,1.7304631471189666,Gd,2.820334103642824,Typ,1.0,No,Attchd,1990.0,Unf,2.194317637875777,11.072964688066048,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,15.358337495728646,2.3782017963726023,8.483295642295591
394,80,RL,6.859551208605442,23.614855719522893,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,15.15617472591783,15.15617472591783,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,7.65495044352145,Gd,TA,CBlock,Gd,TA,Av,Rec,6.968980585391403,GLQ,11.00715768738887,1.0,GasA,Gd,Y,SBrkr,1.0,13.963583194420314,2.194317637875777,1.7304631471189666,Gd,3.055641538058108,Min2,1.7304631471189666,Po,Attchd,1983.0,Unf,2.194317637875777,11.634887347225343,TA,TA,Y,1.0,11.74097393831022,3.750250297485029,15.196880574832942,WD,Normal,14.953902545057643,1.9822467037532343,1.0
395,60,RL,7.337529394588084,21.0920017109365,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,15.171884182186483,15.173451442269636,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,11.137337571032825,Unf,1.0,11.762620866392696,GasA,Ex,Y,SBrkr,1.0,14.988676672080985,2.5409627556327754,1.7304631471189666,Gd,3.6025944687727294,Typ,1.7304631471189666,TA,Attchd,1993.0,RFn,2.194317637875777,11.132026289259763,TA,TA,Y,1.0,1.0,3.6025944687727294,15.196880574832942,WD,Normal,16.442912979279953,2.687259219708678,11.9264465754113
396,70,RL,8.020909424392293,25.034282142960297,Pave,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,14.990324332355753,15.193765294899782,Gable,CompShg,HdBoard,HdBoard,None,1.0,Gd,TA,PConc,No,No,No,No,1.0,No,1.0,1.0,GasA,Ex,Y,SBrkr,1.0,15.207763345943876,2.820334103642824,1.7304631471189666,TA,3.440268378362637,Mod,1.7304631471189666,TA,Attchd,1900.0,Unf,2.194317637875777,11.634887347225343,TA,TA,P,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,15.207763345943876,1.7304631471189666,1.0
397,90,RL,6.80273872401839,19.501409946843367,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,15.149872093127607,15.149872093127607,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,15.523054953943134,3.2596737867230705,2.194317637875777,TA,3.6025944687727294,Typ,1.0,No,Detchd,1979.0,Unf,2.194317637875777,12.222867447268218,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Alloca,15.523054953943134,2.194317637875777,7.047663906109832
398,90,RL,6.80273872401839,19.501409946843367,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,15.149872093127607,15.149872093127607,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.371935506422313,2.820334103642824,2.194317637875777,TA,3.6025944687727294,Typ,1.0,No,Attchd,1979.0,Unf,2.194317637875777,10.715841640087826,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Alloca,14.371935506422313,2.194317637875777,1.0
399,90,RL,6.80273872401839,19.513227047456965,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,15.149872093127607,15.149872093127607,Gable,CompShg,Plywood,Plywood,BrkFace,9.274265741119429,TA,TA,CBlock,Gd,TA,Av,GLQ,13.380082340612265,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.715151178829135,2.194317637875777,2.194317637875777,Gd,3.2596737867230705,Typ,2.194317637875777,TA,Detchd,1979.0,Unf,2.194317637875777,12.038947685692156,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Alloca,15.656129704721014,2.5409627556327754,8.020909424392293
400,90,RL,6.80273872401839,19.49548958604849,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,15.149872093127607,15.149872093127607,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.328619417575672,2.820334103642824,2.194317637875777,TA,3.6025944687727294,Typ,1.0,No,Attchd,1979.0,Unf,2.194317637875777,10.715841640087826,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Alloca,14.328619417575672,2.194317637875777,1.0
401,90,RL,1.0,21.560313158236895,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,15.182841004523032,15.182841004523032,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.071754351052767,TA,TA,PConc,Ex,TA,No,GLQ,12.574819345696639,Unf,1.0,10.378068571428056,GasA,Ex,Y,SBrkr,1.0,16.246374587984107,3.2596737867230705,2.194317637875777,TA,3.6025944687727294,Typ,2.194317637875777,TA,BuiltIn,2000.0,Fin,2.820334103642824,12.574819345696639,TA,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,17.427228146583012,3.440268378362637,10.118180873967548
402,90,RL,1.0,19.9711959686845,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,15.182841004523032,15.182841004523032,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.071754351052767,TA,TA,PConc,Ex,TA,No,GLQ,12.574819345696639,Unf,1.0,10.378068571428056,GasA,Ex,Y,SBrkr,1.0,16.246374587984107,3.2596737867230705,2.194317637875777,TA,3.6025944687727294,Typ,2.194317637875777,TA,BuiltIn,2000.0,Fin,2.820334103642824,12.574819345696639,TA,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,17.427228146583012,3.440268378362637,10.118180873967548
403,90,RL,1.0,19.98908125107417,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,15.182841004523032,15.182841004523032,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.071754351052767,TA,TA,PConc,Ex,TA,No,GLQ,12.574819345696639,Unf,1.0,10.378068571428056,GasA,Ex,Y,SBrkr,1.0,16.246374587984107,3.2596737867230705,2.194317637875777,TA,3.6025944687727294,Typ,2.194317637875777,TA,BuiltIn,2000.0,Fin,2.820334103642824,12.574819345696639,TA,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,17.427228146583012,3.440268378362637,10.118180873967548
404,20,RL,7.314734756825906,21.231680922368756,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,15.196880574832942,15.196880574832942,Hip,CompShg,VinylSd,VinylSd,Stone,9.530047046365183,Ex,TA,PConc,Ex,TA,Gd,GLQ,13.183985302138773,Unf,1.0,11.439858799435372,GasA,Ex,Y,SBrkr,1.0,14.644922232663887,1.7304631471189666,1.7304631471189666,Ex,3.6025944687727294,Typ,1.7304631471189666,Gd,Attchd,2009.0,Fin,2.5409627556327754,13.492971344195176,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,New,Partial,16.74169048955708,2.3782017963726023,9.200959587116674
405,20,RL,6.831327892742091,21.188309136264202,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,15.195323264382047,15.195323264382047,Gable,CompShg,VinylSd,VinylSd,Stone,10.486313901150885,Ex,TA,PConc,Ex,TA,Gd,GLQ,13.406073076096677,Unf,1.0,11.809714792833018,GasA,Ex,Y,SBrkr,1.0,14.716697870568169,2.5409627556327754,1.7304631471189666,Ex,3.6025944687727294,Typ,1.7304631471189666,Gd,Attchd,2008.0,RFn,2.5409627556327754,12.660327958903798,TA,TA,Y,1.0,1.0,4.0113402432628344,15.196880574832942,WD,Normal,16.949106617306775,2.5409627556327754,10.118180873967548
406,20,RL,6.995517194712504,20.534947457676992,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.195323264382047,15.195323264382047,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,14.238325468066865,GasA,Ex,Y,SBrkr,1.0,14.238325468066865,2.5409627556327754,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,2008.0,RFn,2.5409627556327754,12.84331667166547,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,16.418177182272384,2.194317637875777,10.279836446808169
407,20,RL,7.148460831341732,21.40878857239072,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.193765294899782,15.195323264382047,Hip,CompShg,VinylSd,VinylSd,Stone,10.405519221765948,Gd,TA,PConc,Ex,TA,Av,GLQ,14.009458527442689,Unf,1.0,11.163752275425656,GasA,Ex,Y,SBrkr,1.0,14.920472500881148,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,2.194317637875777,Gd,Attchd,2007.0,RFn,2.194317637875777,11.391511119178736,TA,TA,Y,1.0,1.0,2.820334103642824,15.196880574832942,WD,Normal,17.17526276200194,2.5409627556327754,10.56488144852786
408,20,RL,6.80273872401839,19.361535194628317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,15.193765294899782,15.193765294899782,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,12.83717499471455,Unf,1.0,10.590598420556384,GasA,Ex,Y,SBrkr,1.0,13.856383816210426,2.194317637875777,1.7304631471189666,Gd,3.2596737867230705,Typ,1.7304631471189666,Gd,Attchd,2007.0,RFn,2.194317637875777,11.999233433990224,TA,TA,Y,1.0,1.0,3.055641538058108,15.196880574832942,WD,Normal,15.984171253902243,2.5409627556327754,8.724358962810534
409,20,RL,7.5538803774442425,21.00144408055243,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.195323264382047,15.195323264382047,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.338607270038526,Gd,TA,PConc,Gd,TA,Av,GLQ,12.743633842525867,Unf,1.0,10.603370950137975,GasA,Ex,Y,SBrkr,1.0,13.773737953703991,2.194317637875777,1.7304631471189666,Gd,3.055641538058108,Typ,1.0,No,Attchd,2008.0,RFn,2.5409627556327754,12.541317584499387,TA,TA,Y,1.0,1.0,2.5409627556327754,15.196880574832942,WD,Normal,15.90252353394085,2.5409627556327754,9.693814389412918
410,20,RL,7.172972078519893,21.487423690247535,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,15.19064737641105,15.192206665778837,Gable,CompShg,VinylSd,VinylSd,Stone,7.1236810031695965,Gd,TA,PConc,Ex,TA,Gd,GLQ,5.137710644618417,Unf,1.0,14.25049937800808,GasA,Ex,Y,SBrkr,1.0,14.298777940587525,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2005.0,Fin,2.5409627556327754,12.653830173770823,TA,TA,Y,1.0,1.0,2.5409627556327754,15.196880574832942,WD,Normal,16.485272617325823,2.194317637875777,9.530047046365183
411,60,RL,7.1972210008779385,21.487773421049553,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,15.19064737641105,15.192206665778837,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,12.162748936715197,GasA,Ex,Y,SBrkr,1.0,14.143561424785538,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,Gd,Attchd,2005.0,Fin,2.194317637875777,10.951171656935063,TA,TA,Y,1.0,1.0,3.440268378362637,15.196880574832942,WD,Normal,15.374696123462755,2.3782017963726023,6.80273872401839
412,60,RL,1.0,22.99571736961366,Pave,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,15.170316253871071,15.171884182186483,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,12.507462835775465,Unf,1.0,11.946836606797339,GasA,Gd,Y,SBrkr,1.0,14.78532660202818,2.5409627556327754,1.7304631471189666,Gd,3.440268378362637,Typ,1.7304631471189666,TA,Attchd,1992.0,Unf,2.194317637875777,11.396380943459564,TA,TA,Y,1.0,1.0,3.2596737867230705,15.196880574832942,WD,Normal,16.713545455751436,2.687259219708678,10.343376664189085
413,20,RL,6.831327892742091,20.776463511156106,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,15.173451442269636,15.173451442269636,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,PConc,TA,TA,No,ALQ,12.35052133593022,Unf,1.0,9.463563732298573,GasA,Ex,Y,SBrkr,1.0,13.097089863928765,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1995.0,RFn,1.7304631471189666,10.951171656935063,TA,TA,Y,1.0,1.0,3.885846472488202,15.196880574832942,WD,Normal,15.151448765245362,2.194317637875777,8.593293408708469
414,20,RL,6.831327892742091,22.46822244556242,Pave,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,15.179713812657004,15.179713812657004,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,Mn,GLQ,12.981486108337531,Unf,1.0,11.337416044520737,GasA,Ex,Y,SBrkr,1.0,14.228148214903696,2.5409627556327754,1.7304631471189666,TA,3.055641538058108,Typ,1.0,No,Attchd,1998.0,Fin,2.194317637875777,11.463745203158789,TA,TA,Y,1.0,1.0,4.128238685769432,15.196880574832942,WD,Normal,16.40688153922215,2.5409627556327754,7.244955797756471
